Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
ADDRESS: Anderson <| Street |> for -- [1832 WRIGHT ST]  {alfalight.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Hall |> . -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| Bill |> has -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Contact <| Ali Baba |> at -- [ALI BABA RESTAURANT & GAME CTR]  {alibabapizza.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: – <| Alexia Admor |> Dresses -- [ALEXIA ADMOR FRENCH DESIGNER]  {alexiaadmor.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 6

COMPANY: at <| Alexander |> ' -- [ALEXANDER LANDSCAPING & PLANT]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS:  <| St. |> Michael -- [215 PANAMA ST]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| Alfred Music Co |> ( -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: , <| Alexza |> believes -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: 212 <| West 35th Street |>  -- [225 W 34TH ST # 1615]  {algren.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY:  <| ALFA |> MC-12 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Mental <| Health |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: Renters <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: s <| Toyota |> ) -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| Alicat |> has -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alex <| Products , Inc. |> All -- [A LEX PRODUCTS INC]  {alexproducts.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: Purchasing <| Alfred |> Materials -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Clinic |> Hours -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: local <| Alfa |>  -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Locust <| Street |>  -- [1238 SUTTER ST]  {alfalighting.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Chase <| Park |> Plaza -- [7652 ASHLEY PARK CT]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: with <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: does <| Alfa |> offer -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Michigan <| Ave. |> - -- [1000 CONNECTICUT AVE NW # 603]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfa |> wants -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: , <| Farmers |> helps -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algeria |> US -- [EMBASSY OF ALGERIA]  {algeria-us.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Algorithm |> and -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Neurosciences -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: STRIPES <| OLIVIA |> BAG -- [ALICE & OLIVIA INC]  {aliceandolivia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 23

COMPANY:  <| Angelo |> Express -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: At <| Alexander |> , -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Motor <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: to <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: to <| Alexus |> Steakhouse -- [ALEXUS STEAK HOUSE & TAVERN]  {alexussteakhouse.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Mental <| Health |> Services -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Luxury |> Brand -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

ADDRESS: ' <| s |> Going -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: to <| Alfredo |> ' -- [ALFREDO 'S WIFE FACTORY OUTLET]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alicia Air |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: a <| Farmers |> Friendly -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Transformer |> Calculator -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

ADDRESS: Comes <| First |>  -- [1007 1ST AVE]  {alexishotel.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: Alex <| City |> man -- [ALEXANDER CITY]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: choose <| Alicat |> because -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: by <| Mazda |> , -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: the <| Algorithm |> business -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: for <| Alice |> . -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: The <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 9

CONTACT: BLACK <| STACEY |> BELL -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 7

COMPANY: the <| Village |> of -- [ALGONQUIN VILLAGE HALL]  {algonquin.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: ' <| s |> Paisley -- [4700 S SYRACUSE ST # 1050]  {alice1059.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> clothing -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Browning <| Mazda |> of -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 23

COMPANY: Comprehensive <| Garage |> System -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Insurance |> Products -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: LEANNA <| NEW |> BALLERINA -- [NEW YORK]  {aliceandolivia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: chosen <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: The <| Talla-Coosa |> Advertiser -- [TALLA-COOSA ADVERTISER/TV]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: at <| Algorithm |>  -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 18

COMPANY:  <| Toyota |> cars -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| Inc. |> As -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: with <| Algorithm |> Carl -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Mazda |> Tire -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 4

CITY: Happy <| New |> Year -- [NEW HOPE]  {alexav.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Alexza |> ' -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Algorithm |> . -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Grading Contractors |> ( -- [A L GRADING CONTRACTORS]  {algc.net} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: Search <| Alfa |> New -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: , <| Al Hill |> , -- [AL HILL 'S BOILER SALES]  {alhillboiler.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY:  <| Alexia Admor |> : -- [ALEXIA ADMOR FRENCH DESIGNER]  {alexiaadmor.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: Existing <| Algorithm |> clients -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| Ken |> @ -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> 3 -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfred |> ’ -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: both <| Alexian Brothers |> Women -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT: NATURAL <| STACEY |> BELL -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: Ms. <| Adam |> as -- [ALICE ADAM]  {aliceadamltd.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: The <| Farmers |> Car -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

ADDRESS: Cresent <| St. |> Gilman -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: tho <| Alfred |> Mathews -- [ALFRED MATTHEWS INC]  {alfredmatthews.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: John <| Alexander |> died -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Alexander |> immigrants -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alex |> ' -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Ken |> loves -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Advanced Logic |> acquired -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: from <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: John <| Figliolia |> , -- [ALEX FIGLIOLIA]  {alexfigliolia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: , <| Walter |> was -- [WALTER F ALEXANDER]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Alexza |> , -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Life <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Travel |>  -- [KING TUT TRAVEL & TOURS INC]  {alhodahajjgroup.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: John <| Figliolia |> President -- [ALEX FIGLIOLIA]  {alexfigliolia.com} REASON:ONLY_ONE_WORD  Occurrence: 10

COMPANY: | <| Insurance |>  -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alexian Brothers |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 54

COMPANY: html <| PUBLIC |> `` -- [ALGONQUIN VILLAGE PUBLIC WORKS]  {algonquin.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CITY:  <| Lake |> in -- [LAKE IN THE HLS]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Alice |> soon -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: All <| Alicia Air |> technicians -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: Why <| Alicat |>  -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| ALFA |> Monthly -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Umrah <| Travel |> Specialist -- [KING TUT TRAVEL & TOURS INC]  {alhodahajjgroup.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: The <| Farmers |> Story -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: with <| Bill |> . -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Milwaukee <| Restaurant |> Alfama -- [ALFAMA RESTAURANT INC]  {alfamarestaurant.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: is <| Alexza |> ' -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Viewing <| Box |>  -- [ALFA BOX CORP]  {alfabox.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: COMMUNITY <| HEALTH |> NEEDS -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: is <| Alex |> ’ -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> offers -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: joined <| Bill |> full-time -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: of <| Alf |> Engwall -- [ALF WEAR]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Lumber |> Supply -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: is <| Ken |> and -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: , <| WA |> 99016 -- [WASHINGTON]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: John <| Alexander |> . -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

ADDRESS: , <| CT |> 06716 -- [1000 CONNECTICUT AVE NW # 603]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: from <| Alfa |> gives -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: L <| E |> R -- [3 E 69TH ST # 11B]  {alexrosenbergfineart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> first -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: AMITA <| Health |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CITY:  <| New |> Arrivals -- [NEW YORK]  {alexiaadmor.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

ADDRESS:  <| 3 EAST 69 STREET |> , -- [3 E 69TH ST # 11B]  {alexrosenbergfineart.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: of <| Farmers |> . -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: 3rd <| St. |> Watseka -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian |> Center -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Grace |> for -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> agents -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: and <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: | <| Alfa |> Insurance -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 12

COMPANY: with <| Alicat |>  -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: Team <| Alger |> – -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: ABOUT <| ALGORITHM |>  -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 3

COMPANY:  <| Insurance |> Quotes -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Grace |> knew -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfa <| Transformer |>  -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

CITY: The <| City |> of -- [ALEXANDER CITY]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alfa |> ' -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: , <| Audio |> Repair -- [ALEX AUDIO & VIDEO SVC INC]  {alexav.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 11

COMPANY: Alfa <| Transformer |> began -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Pioneer <| Audio |>  -- [ALEX AUDIO & VIDEO SVC INC]  {alexav.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Business <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Jay <| Boyle |> studied -- [KEVIN BOYLE]  {alfwear.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> friendly -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: NAVY <| STACEY |> BELL -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 8

COMPANY:  <| Alfonso |> ’ -- [ALFONSO 'S PIZZERIA & RSTRNT]  {alfonsos.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALICE |> DROP -- [ALICE & OLIVIA INC]  {aliceandolivia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: s <| ALFA |> ! -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> store -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: , <| New |> Roofs -- [NEW CASTLE]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: required <| Toyota |> Oct. -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: a <| Farmers |> insurance -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Christian Reformed |> Church -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: to <| Alicia Air |> , -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| ALGORITHM |> IN -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 12

COMPANY: of <| Luxury Hotels |> across -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: At <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Respite <| Care |>  -- [ALGART HEALTH CARE INC]  {algart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfred |> , -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Algorithm |> brand -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Fine <| Catering |> . -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: While <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: , <| Lumber |> , -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Israeli <| Embassy |> in -- [EMBASSY OF ALGERIA]  {algeria-us.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: to <| ALGER PARK |> CRC -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: from <| Grace |> out -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> Store -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Lee <| Leadership |> Institute -- [AMERICAN LEADERSHIP FORUM-NTNL]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Fellowship |> with -- [ABUNDANT LIFE FELLOWSHIP]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

