Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY: Iridized <| Art |> Glass -- [ART AMERICA GALLERY]  {allantiqueglass.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| ALL |> . -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| John |> has -- [JOHN KOIS]  {allcovered.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALL |> ' -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: onto <| Allandale |> Street -- [ALLANDALE FARM]  {allandalefarm.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: , <| Allegra |> will -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| California |> homes -- [ALL CALIFORNIA BROKERAGE INC]  {allcaliforniabrokerage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Contact <| Allan |> ' -- [ALLAN 'S JEWELRY & LOAN INC]  {allans.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY:  <| Mortgage |> loan -- [ALL CALIFORNIA MORTGAGE INC]  {allcalifornia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Bryan |> with -- [BRYAN SPINKS]  {alldade.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Allbritten |> offers -- [ALLBRITTEN PLUMBING HEATING]  {allbritten.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Call <| All Class |> Limo -- [ALL CLASS LIMOUSINE SVC]  {allclasslimo.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY:  <| Allegiant |> , -- [ALLEGIANT BUSINESS FINANCE LLC]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Crane |> Parts -- [JEFFERS CRANE SVC]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 11

ADDRESS: ' <| s |> work -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: At <| All Class |> Limo -- [ALL CLASS LIMOUSINE SVC]  {allclasslimo.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 5

COMPANY:  <| ALLEGHENY |> COLLEGE -- [ALLEGHENY INSTALLATIONS]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Roofing |>  -- [ALL AMERICAN ROOFING]  {allamericanrfg.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

COMPANY:  <| Alleghany |> Chevrolet -- [ALLEGHANY MOTORS CORP]  {alleghanymotors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 17

ADDRESS:  <| Box |> 44080 -- [PO BOX 167789]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: from <| Allegra |> Tucson -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| ALL |> ' -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: traditional <| American |> sports -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Powder <| Metals |>  -- [ALLEGHENY RODNEY METALS]  {alleghenytechnologies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 44

COMPANY: select <| Chem-Dry |> products -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: YOUR <| BUSINESS |> . -- [ALLEGIANT BUSINESS FINANCE LLC]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: about <| Allegiant |>  -- [ALLEGIANT TECHNOLOGY]  {allegianttechnology.com} REASON:ONLY_ONE_WORD  Occurrence: 2

CITY: Pinon <| Hills |> , -- [OAK HILLS]  {allamericanrealestate.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| All |> Destinations-Travel -- [ALL DESTINATIONS INC]  {alldestinations.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Property <| Claims |> adjusting -- [A ALL CLAIMS INSURANCE REPAIRS]  {allclaimsrepairs.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Average <| Roofing |> Company -- [ALL AMERICAN ROOFING]  {allamericanrfg.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: serving <| California |> and -- [ALL CALIFORNIA MORTGAGE INC]  {allcalifornia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: PWC <| Insurance |>  -- [ALL DISCOUNT INSURANCE SVC]  {alldiscountins.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

ADDRESS: a <| s |> . -- [20 S QUAKER LN # 300]  {allangarnaas.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Allan Briteway |> Electrical -- [ALLAN BRITEWAY ELEC CONTRACTOR]  {allanbriteway.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| Moving |> & -- [ALL CHICAGOLAND MOVING & STG]  {allchicagoland.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

ADDRESS: WELLTOWN <| ROAD |>  -- [11809 CANYON RD E]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: & <| Print |> Programs -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Allegra |> ' -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| All |> rights -- [ALL CREATURES ANIMAL HOSPITAL]  {allcreaturesanimalhospital.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: truck <| ALL |> owned -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Hammond <| Electric |> . -- [ALL BRIGHT ELECTRIC CO]  {allbrightelectric.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: WEST <| ALLEGHENY |> ELEMENTARY -- [ALLEGHENY INSTALLATIONS]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALL |> received -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Dr. <| Akins |> ’ -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Allcounty |>  -- [ALLCOUNTY PLUMBING & HTG CORP]  {allcountycorp.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: © <| All Dead |> Termite -- [ALL DEAD TERMITE-PEST CONTROL]  {alldeadpestcontrol.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY: WEST <| ALLEGHENY |> HIGH -- [ALLEGHENY INSTALLATIONS]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Moving |> Terminology -- [ALL CHICAGOLAND MOVING & STG]  {allchicagoland.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: Vandelae <| Studios |>  -- [ALLA PRIMA STUDIOS]  {allaprimastudios.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| All Chicagoland |> maintains -- [ALL CHICAGOLAND MOVING & STG]  {allchicagoland.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: and <| 17 |> western -- [17 E SIR FRANCIS DRAKE BL # 200]  {allcalifornia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Why <| Chem-Dry |>  -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Dogs |> have -- [ALL DOGS GYM]  {alldogsgym.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Karolyn <| Akins |> , -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 3

COMPANY: hour <| Crane |> Repair -- [JEFFERS CRANE SVC]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

CONTACT: Jake <| Liptak |> , -- [MICHAEL LIPTAK]  {allcrane.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Call <| Around |> , -- [ALL AROUND COMPUTERS WE COME]  {allaroundcomputers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| All-City |> Service -- [ALL-CITY METAL INC]  {allcitymetal.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Local <| Moving |>  -- [ALL CHICAGOLAND MOVING & STG]  {allchicagoland.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY:  <| All |> bacteria -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Town <| Highway |> Department -- [ALLEGANY HIGHWAY DEPT]  {allegany.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

CITY: PINON <| HILLS |>  -- [OAK HILLS]  {allamericanrealestate.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Allegra |> Printing -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 38

COMPANY: to <| Allegra |> ? -- [ALLEGRA PRINT & IMAGING]  {allegraplymouth.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Real Estate |> listings -- [ALL AMERICAN REAL ESTATE CO]  {allamericanrealestate.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: : <| Alleghany |> Celebrates -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| All |> of -- [ALL ANIMALS RESCUE & TRNSPRTN]  {allanimalsrescue.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Only <| Roofing |> Contractor -- [ALL AMERICAN ROOFING]  {allamericanrfg.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Primary <| Care |> Physician -- [ALL CARE]  {allcareipa.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Tablet <| Covers |> – -- [ALL BOOK COVERS INC]  {allbookcovers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Residential <| Construction |>  -- [ALL-COUNTY CONSTRUCTION]  {allcountyconstruction.com} REASON:ONLY_ONE_WORD  Occurrence: 7

CONTACT:  <| Buddy |> @ -- [BUDDY BUZZARD]  {allamericansupply.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: , <| Plumbing |> Contractors -- [ALLCOUNTY PLUMBING & HTG CORP]  {allcountycorp.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: Stack <| Electric |> . -- [ALL BRIGHT ELECTRIC CO]  {allbrightelectric.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: without <| Alleghany |> ’ -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: a <| Dog |> waste -- [ALL DOG YARD CLEANUP]  {alldogyardcleanup.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALL |> responds -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: About <| Allegra |> | -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: my <| Real Estate |> website -- [ALL AMERICAN REAL ESTATE CO]  {allamericanrealestate.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Alleghany |> - -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 8

COMPANY:  <| Allegiant |> delivers -- [ALLEGIANT TECHNOLOGY]  {allegianttechnology.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| ALL |> ' -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> get -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| ALL |> throughout -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Paul <| Alderman |>  -- [WAYNE ALDERMAN]  {allchem-inc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: of <| Allegiant |> . -- [ALLEGIANT BUSINESS FINANCE LLC]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| ALL |> currently -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| All |> Hesperia -- [ALL AMERICAN REAL ESTATE CO]  {allamericanrealestate.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Allegiant |> has -- [ALLEGIANT BUSINESS FINANCE LLC]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: , <| CO |> 80919 -- [ALLIANCE CO]  {allco.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Allegra |> Team -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Reed |> Corry -- [REED CORY]  {allegiantbusinessfinance.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Allegra |> will -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Plumbing |> & -- [ALLCOUNTY PLUMBING & HTG CORP]  {allcountycorp.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Allbrite |> remains -- [ALLBRITE CAR CARE PRODUCTS]  {allbriteusa.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Wood <| Floors |> Houston -- [ALL BRITE FLOORS INC]  {allbritefloors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Pacific <| Mortgage |> Corporation -- [ALL CALIFORNIA MORTGAGE INC]  {allcalifornia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT:  <| Gary |> has -- [GARY ZAK]  {allbritefloors.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| All |> Rights -- [ALL DESTINATIONS INC]  {alldestinations.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: it <| ALL |> ! -- [ALL AROUND COMPUTERS WE COME]  {allaroundcomputers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: call <| Allcounty Plumbing |> & -- [ALLCOUNTY PLUMBING & HTG CORP]  {allcountycorp.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT: Golden <| West |> College -- [W PASCO]  {allcreaturescarecottage.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| All |> Services -- [ALL COUNTIES COURIER]  {allcountiescourier.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alleghany |> Properties -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 15

COMPANY: , <| American |> football -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Plumbing |> , -- [ALLBRITTEN PLUMBING HEATING]  {allbritten.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: of <| All Class |> Limo -- [ALL CLASS LIMOUSINE SVC]  {allclasslimo.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CITY: Deerfield <| Beach |>  -- [HALLANDALE BEACH]  {allclaimsrepairs.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Company |> Name -- [ALLBLACK CO]  {allblackco-llc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALLEGIANT |> STAFFING -- [ALLEGIANT BUSINESS FINANCE LLC]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: YOUR <| ELECTRICAL |> SYSTEM -- [ALLBRITE ELECTRICAL CONTRACTOR]  {allbrite.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: “ <| Allegra |> ” -- [ALLEGRA PRINT & IMAGING]  {allegraprint.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Chem-Dry |> ' -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: 2016 <| Allan Briteway |> Electrical -- [ALLAN BRITEWAY ELEC CONTRACTOR]  {allanbriteway.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY: your <| Print |> & -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alleghany |> Investor -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 5

COMPANY: REPORT <| A |> CLAIM -- [A ALL CLAIMS INSURANCE REPAIRS]  {allclaimsrepairs.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ; <| s |> birthday -- [150 S WATER ST]  {alldressedupcostumes.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: and <| Animals |> Since -- [ALL ANIMALS RESCUE & TRNSPRTN]  {allanimalsrescue.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: year <| Chem-Dry |> locations -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: At <| Allan Briteway |> we -- [ALLAN BRITEWAY ELEC CONTRACTOR]  {allanbriteway.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Rental |> Fast -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 16

COMPANY: , <| All Class |> Limo -- [ALL CLASS LIMOUSINE SVC]  {allclasslimo.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: Local <| Roofing |> Contractor -- [ALL AMERICAN ROOFING]  {allamericanrfg.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Alleghany |> Corporation -- [ALLEGHANY CORP]  {alleghany.com} REASON:ONLY_ONE_WORD  Occurrence: 10

CITY: All <| City |> ’ -- [LONG ISLAND CITY]  {allcitymetal.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| All |> Rights -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

CONTACT: Dr. <| Akins |> essentially -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Sports |> Categories -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Certificate <| Covers |>  -- [ALL BOOK COVERS INC]  {allbookcovers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 12

COMPANY:  <| All |> About -- [ALL CLASS LIMOUSINE SVC]  {allclasslimo.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: French <| Art |> Glass -- [ART AMERICA GALLERY]  {allantiqueglass.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: the <| All American |>  -- [ALL AMERICAN ARKANSAS POLY]  {allampoly.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Sports |> equipment -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: local <| Allegra |>  -- [ALLEGRA PRINT & IMAGING]  {allegraprint.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: Dr. <| Boyd |> , -- [BILLIE A BOYD]  {allanimalcare.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Allbrite Products |> are -- [ALLBRITE CAR CARE PRODUCTS]  {allbriteusa.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: ’ <| s |> sign-making -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Arkansas |>  -- [ALL AMERICAN ARKANSAS POLY]  {allampoly.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: the <| University |> of -- [600 UNIVERSITY ST # 2800]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Allbrite |> Electric -- [ALLBRITE ELECTRICAL CONTRACTOR]  {allbrite.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> high -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> business -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| All |> kinds -- [ALL AMERICAN SPORTS CTR]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| HEATING |>  -- [ALLBRITTEN PLUMBING HEATING]  {allbritten.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| All |> Contents -- [ALL AMERICAN SUPPLY]  {allamericansupply.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: integrates <| Allegheny |> Technologies -- [ALLEGHENY RODNEY METALS]  {alleghenytechnologies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Introducing <| Dogs |> to -- [ALL DOGS GYM]  {alldogsgym.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Customer <| Service |>  -- [JEFFERS CRANE SVC]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: At <| Allegheny |> Installation -- [ALLEGHENY INSTALLATIONS]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: 2016 <| All |> Rights -- [ALL BOOK COVERS INC]  {allbookcovers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: ’ <| s |> philanthropic -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: about <| Allegra |> Tucson -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: and <| Allegra |> : -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: Deerfield <| Beach |> Florida -- [HALLANDALE BEACH]  {allclaimsrepairs.com} REASON:ONLY_ONE_WORD  Occurrence: 2

CONTACT: Member <| John |> Sayegh -- [JOHN MOSHIER]  {allegany.org} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| All Creatures |> Blog -- [ALL CREATURES ANIMAL HOSPITAL]  {allcreaturesanimalhospital.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 9

COMPANY: Equipment <| Rentals |> ! -- [ALL AMERICAN RENTALS INC]  {allamericanrentals.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: | <| Allegra |> Printing -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: , <| All-City |> has -- [ALL-CITY METAL INC]  {allcitymetal.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Allegra |> . -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Urgent <| Care |>  -- [ALL CARE]  {allcareipa.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Allegra |> in -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: became <| Allan Briteway |> in -- [ALLAN BRITEWAY ELEC CONTRACTOR]  {allanbriteway.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT: Dr. <| Imbach |> is -- [DAVID G IMBACH]  {allcreaturespetcare.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Chem-Dry |> ( -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 2016 <| Chem-Dry |>  -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

CITY: , <| Pleasant |> Hill -- [MT PLEASANT]  {allamericanturf.com} REASON:ONLY_ONE_WORD  Occurrence: 1

